Cell ID,Yao2021_CTKE_Ttype_M1,Tasic2018_Ttype_VISp,Subclass,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (M?),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,Age (postnatal days),Sex,Mouse genotype,Targeted layer,Inferred layer,Cre (+ or -),CTKE T type confidence
20190227_sample_3,Sst Hpse,Sst Calb2 Pdlim5,Sst,0.62953483,74.86415654,0.889129676,0.969304762,0.103927307,-40.90914875,0.84,3.847148269,10.56061313,0,0.014068539,1.558823529,1.289388815,0.522449874,224.3742396,83.68,41.88,13,19.37552594,3.356775523,0,-65.18012813,60,0,1.076101472,0,0.5,1.836705793,1,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.58
20190227_sample_4,Sst Htr1a,Sst Hpse Sema3c,Sst,2.964437156,91.49758145,0.907862872,0.982926599,0.265289635,-50.05145073,0.92,0,1.76917389,0,0.003554842,1.226011102,1.106730397,0.38673259,306.0698191,86.04,44.44,25,23.75271572,7.401942052,1,-60.42827939,5,59.68696343,1.073646003,0.49848,0.666666667,2.111747903,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.86
20190227_sample_5,Sst Calb2,Sst Calb2 Pdlim5,Sst,4.768335535,81.82083815,0.92153114,0.980984675,0.36013772,-46.09301686,0.76,4.776321352,11.01638749,0.561294017,0.002359832,1.103321033,1.113672088,0.33255692,192.4148753,65.64,33.96,28,19.30507715,8.903522994,2,-60.46398546,40,33.00999098,1.22876984,0.32732,0.647058824,1.811389658,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L2/3,SST+,0.77
20190227_sample_6,Sst Chodl,Sst Chodl,Sst,3.91763285,83.76537263,0.959283296,0.964607773,0.288218082,-32.28229284,1.12,2.25873664,14.11866024,0,0.009684186,1.067510549,1.44803013,0.518964693,309.7519845,128.44,68.92,16,21.86186782,1.425944528,0,-63.22719544,60,0,1.046318338,0,0.454545455,2.629039336,0,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.98
20190227_sample_7,Pvalb Calb1_2,Pvalb Sema3e Kank4,Pvalb,0.78206679,66.97503664,0.909144215,0.996390428,0.129489381,-40.73499888,0.52,0,17.25002378,0,1.92E-05,1.178403756,1.024121666,0.054122609,110.6164724,11.12,8.4,94,8.587221559,0.237550828,0,-66.0851581,240,0,1.027190329,0,0.97826087,1.07083373,2,70,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.78
20190318_sample_3,Sst Calb2,Sst Calb2 Pdlim5,Sst,0.923507616,79.79261503,0.910316382,0.984812847,0.137847615,-38.32309693,0.96,1.643035561,6.272610277,0,0.001321533,1.427027027,1.205585575,0.240550424,210.8427453,13.36,15.08,26,11.89177254,7.829464577,3,-46.53739122,20,25.82089824,1.107863293,0.29604,0.625,1.930753617,0,89,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.83
20190318_sample_4,Sst Pvalb Calb2,Sst Mme Fam114a1,Sst,1.223700507,83.19851756,0.971308895,0.995360912,0.144190282,-39.8902446,0.68,0,16.91864431,0,0.000106122,1.143812709,1.020997333,0.096721383,259.0781603,57.84,30.64,53,14.21423651,4.19715666,0,-63.1876224,60,54.16557555,1.111693866,0.48448,0.925925926,1.421763958,0,89,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.53
20190318_sample_5,Sst Pvalb Etv1,Sst Calb2 Pdlim5,Sst,5.929827855,75.02164133,0.888173533,0.987702004,0.401627371,-43.86878759,0.96,0,7.917366922,0.422845691,0.002576615,0.752136752,1.144169364,0.341415548,385.9852546,77.84,33.56,27,33.62754231,17.82663724,9,-47.77527618,20,58.50831332,1.391645794,0.5286,0.625,2.043664797,0,89,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.71
20190318_sample_6,Sst Calb2,Sst Calb2 Pdlim5,Sst,0.751347384,88.6288844,0.89209255,0.985242371,0.116285689,-41.79915413,0.92,4.348341376,8.526407182,0,0.001648599,1.504155125,1.182142823,0.259880455,285.6920497,62.88,33.08,25,25.05418185,6.081000989,0,-57.92298538,40,50.38093882,1.250707079,0.44172,0.785714286,2.234343241,0,89,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L5,SST+,0.86
20190320_sample_4,L6 IT_2,L6 IT VISp Penk Fst,IT,1.150042385,84.59207043,0.741055398,1.001174663,0.15410623,-37.83026338,1.48,0,6.212294102,0.685667752,0.0007978,2.055555556,2.00198802,0.1814556,207.8925778,188.16,59.68,25,9.992852631,0.852887007,0,-72.99304965,46.66666667,0,1.077824211,0,0.785714286,3.909176926,0,80,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.58
20190320_sample_5,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.120680384,83.23248848,0.914341208,0.981292026,0.140181386,-31.65330365,1.08,0.999953598,11.47899777,0.264381885,0.001413415,1.429109159,1.093679679,0.198317429,182.7556316,48.88,30.48,17,10.73034644,2.495649741,0,-66.66784613,120,40.81654963,1.160645685,0.40648,0.888888889,2.339371314,0,80,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.62
20190320_sample_6,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.892083888,82.69401081,0.746874302,0.964442561,0.188359692,-52.10771412,1.44,0,1.431744546,0.210749646,0.00182411,1.656550703,1.16845699,0.186454889,262.8104665,18.2,12,12,9.679754688,2.84113157,0,-73.30868619,50,15.45332961,1.088614078,0.1276,0.714285714,2.705694104,0,80,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.8
20190320_sample_9,L6 IT_2,L6 IT VISp Penk Col27a1,IT,5.767899499,85.2624625,0.746100194,1.000156653,0.334391975,-37.52966225,1.24,0,5.497194827,0.714843722,0.002142807,1.796116505,1.777947786,0.313220694,197.5597218,51.64,28.84,28,8.03180439,0.708227348,0,-70.14725555,100,0,1.075730882,0,0.6875,3.578182833,0,80,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.94
20190321_sample_4,L6 IT_1,L6 IT VISp Penk Fst,IT,4.965354276,99.9982655,0.934190738,0.993254067,0.28255158,-46.20557651,1.76,0,1.773707569,0.488188976,0.002608247,2.218167702,1.257860478,0.273871133,171.068622,187.88,70.4,18,12.76747901,0.712407314,0,-69.7515134,43.15789474,0,1.046059181,0,0.7,5.140495796,0,81,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.98
20190321_sample_6,L6 CT Cpa6,L6 CT VISp Ctxn3 Sla,CT,3.502872007,83.31293613,0.722571472,0.92071523,0.263996874,-35.00007093,1.36,0,4.7191903,0,0.005982131,1.665668663,1.299059398,0.293014741,131.992642,51,25.04,9,7.291452627,1.197096239,0,-59.10399369,80,0,1.101335051,0,0.8,3.519084887,0,81,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.62
20190322_sample_1,L6 IT_1,L6 IT VISp Penk Fst,IT,0.935290635,87.79515699,0.857643466,0.985465603,0.116013473,-34.62983668,2.12,0,1.132611185,0.406151915,0.003616009,2.308843537,1.435255676,0.261005272,205.166452,193.52,67.72,12,14.16586463,0.877319661,0,-60.17331338,21.33333333,0,1.073106064,0,0.714285714,5.920795583,0,82,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.99
20190322_sample_2,L2/3 IT_3,L2/3 IT VISp Agmat,IT,1.567300336,92.71639585,0.696547567,0.994496271,0.147439045,-34.30589288,1.6,0,2.518493682,0.53326713,0.005239727,5.431095406,2.340415984,0.321344827,80.59279443,105.48,60.56,12,11.06988717,0.09297054,0,-65.02563492,184.6153846,0,1.025957126,0,0.714285714,5.343425816,0,82,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT-,0.82
20190322_sample_3,L6 CT Cpa6,L6 CT ALM Cpa6,CT,,70.95205225,,,,-27.5126826,1.76,0,17.28658192,0,,,,,230.7950599,66.16,27.88,1,12.71588346,3.52505964,0,-58.22989321,60,0,1.07631721,0,,3.698396869,0,82,M,Viaat-Cre/wt; Ai9/wt,L6,L5,VIAAT-,0.5
20190322_sample_4,L6 CT Cpa6,L6 CT ALM Cpa6,CT,4.495670144,91.01384878,0.925171166,0.9873646,0.308387344,-35.19243002,1.36,0,5.78808412,0.351219512,0.001616031,1.411337209,1.093140804,0.240248445,110.9626393,68.32,31.48,22,7.941458534,0.697549811,0,-61.359956,120,0,1.088856315,0,0.75,3.385702587,0,82,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT+,0.77
20190325_sample_1,Lamp5 Pdlim5_2,Lamp5 Lsp1,Lamp5,5.45770497,75.35040751,0.931678523,0.981046753,0.340976137,-33.29896927,1.4,0,11.97995245,0.310227273,0.014490257,1.395184968,1.141208849,0.61488361,177.2759701,137.12,12.6,15,9.659388371,3.312361539,0,-48.2104827,22.66666667,0,1.061855224,0,0.4,3.446486773,0,114,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT+,0.58
20190325_sample_3,L6 IT_1,L6 IT VISp Penk Fst,IT,0.587614576,84.54316482,0.960178643,0.984447859,0.098101193,-26.98937804,1.84,0,7.328867912,0.113392857,0.001001437,1.173960022,1.10465537,0.137923659,133.4962935,100.84,70.28,12,9.511006517,0.507674763,0,-59.87553027,120,0,1.063873688,0,0.714285714,4.648403485,0,114,M,Viaat-Cre/wt; Ai9/wt,L6,L5,VIAAT-,0.93
20190325_sample_4,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.190322474,83.68217014,0.820198784,0.980225919,0.146318302,-30.48648871,1.28,0,6.553532556,0,0.0011489,1.223007064,1.053026798,0.171841926,154.1425147,27.36,16,16,7.029775651,1.042591766,0,-57.51916046,100,0,1.077167705,0,0.777777778,2.682387176,0,114,M,Viaat-Cre/wt; Ai9/wt,L6,L5,VIAAT-,0.92
20190325_sample_5,L6 CT Cpa6,L6 CT VISp Ctxn3 Brinp3,CT,1.938387323,87.09315024,0.780554518,0.919363262,0.176296031,-25.91310628,1.24,0,9.010633454,0.133879781,0.00560174,1.673830594,1.518751835,0.296830687,130.7379402,19.72,10.92,10,4.892697258,0.561827953,0,-56.3216286,160,0,1.056941485,0,0.666666667,3.426593734,0,114,M,Viaat-Cre/wt; Ai9/wt,L6,L5,VIAAT-,0.64
20190325_sample_6,L6 CT Pou3f2,L6 CT ALM Nxph2 Sla,CT,1.986820458,93.13945472,0.833546219,0.983922127,0.196893861,-31.61887452,1.36,0,1.949422061,0.224932249,0.001245086,1.55890411,1.083633569,0.205212276,258.3032313,32.04,16.68,21,8.542185767,2.615336189,0,-51.05737931,40,0,1.084372858,0,0.75,3.536160803,0,114,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.53
20190325_sample_7,L6 IT_1,L6 IT VISp Col18a1,IT,3.93698686,82.34000765,0.931423008,0.993741343,0.275028542,-24.71075393,1.8,0,4.446702078,0.258305085,0.002027126,1.384337349,1.090345183,0.240362582,257.9097663,69.88,32.24,18,10.14499709,1.11520357,0,-52.6895632,40,0,1.015989549,0,0.888888889,4.394728351,0,114,M,Viaat-Cre/wt; Ai9/wt,L6,L6,VIAAT-,0.9
20190325_sample_9,L6 CT Cpa6,L6 CT ALM Cpa6,CT,1.322829235,85.29018611,0.777011471,0.916379067,0.143836791,-45.06665096,1.4,0,1.217592508,0,0.002874088,1.528634361,1.399514997,0.200233095,180.1224621,59.2,27.88,9,8.616818154,2.430734701,0,-65.9522122,36,0,1.085990952,0,0.8,3.037040046,0,114,M,Viaat-Cre/wt; Ai9/wt,L6,L5,VIAAT-,0.81
20190326_sample_1,L6 CT Cpa6,L6 CT ALM Cpa6,CT,5.387071537,79.65486869,0.743654922,0.949116786,0.34487682,-34.76745263,1.2,0,5.857322365,0,0.008447232,2.043801653,1.35249996,0.395699165,147.6003445,56.2,32.92,12,11.43681161,1.946499267,0,-65.99403985,111.4285714,0,1.106381672,0,1,3.075230324,0,101,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.87
20190326_sample_2,Vip Sncg,Vip Col15a1 Pde1a,Vip,4.709830415,88.86945248,0.751565956,0.995898199,0.297386759,-41.15562886,0.92,0,3.611117601,0.70011274,0.004739881,3.313793103,1.337861462,0.393111413,523.2133825,60.12,22.6,20,21.35069306,2.615424371,0,-60.51005942,20,24.97665748,1.114849211,0.22236,0.583333333,2.500546739,0,101,M,Vip-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,VIP+,0.87
20190326_sample_3,Vip Sncg,Sncg Vip Itih5,Vip,3.392867949,94.89331022,0.74279597,0.9916597,0.25987512,-45.47106847,0.8,0,4.213090986,0.602862254,0.001295047,4.036036036,1.353844066,0.279836361,499.7226969,14.84,7.6,37,12.99005204,2.262364263,0,-63.95769128,40,0,1.079938095,0,0.8,2.13092207,0,101,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP+,0.66
20190326_sample_4,L6 CT Pou3f2,L6 CT ALM Nxph2 Sla,CT,6.378032777,93.16167235,0.913032979,0.991467487,0.415532852,-41.09548777,1,0,9.99224931,0.396984925,0.001219888,1.807017544,1.130447881,0.273047934,186.4986151,53.08,24.24,37,9.814741824,3.395378276,0,-63.80241557,49.74358974,29.69993727,1.167357399,0.3018,0.714285714,2.673315183,0,101,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.87
20190327_sample_1,L6b Ror1,L6b P2ry12,CT,2.581751676,87.66460419,0.870592057,0.972775863,0.221694091,-53.66158113,1.88,0,5.878087133,0.156299345,0.008465693,1.509618875,1.404003955,0.474299428,169.7597173,7.52,3.64,16,7.299733902,1.249970274,1,-60.08341293,7.272727273,0,1.00511714,0,0.5,5.212198704,0,102,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,1
20190327_sample_2,L6 IT_1,L6 IT VISp Penk Fst,IT,2.496824234,91.18214995,0.646932293,1.009833508,0.20561193,-48.3872965,2.48,0.080808997,-7.344391197,0,0.005644859,4.480314961,1.631766275,0.341498587,125.2177657,76.52,44,13,6.948486356,0.675796426,0,-75.25822211,140,0,1.086312948,0,0.625,6.330771116,0,102,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L5,VIP-,0.91
20190327_sample_4,L6 CT Cpa6,L6 CT ALM Cpa6,CT,0.480486621,89.23131973,0.844087545,0.969702962,0.103254715,-43.53456199,1.4,0,2.186540514,0.208924399,0.001718237,1.655882353,1.393315118,0.210721358,192.5978722,38.24,25.6,16,9.132182313,1.276947589,0,-70.98093605,80,0,1.084204291,0,0.777777778,3.296260467,0,102,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.78
20190327_sample_7,Vip Mybpc1_3,Vip Lect1 Oxtr,Vip,3.866832903,81.83619939,0.771923622,0.832595548,0.267417285,-29.48353626,0.68,0,11.34273224,0,0.022341761,1.52020202,1.788461538,0.891609397,352.9520723,7.6,4.44,6,12.91171702,6.043290855,0,-40.80560974,40,25.4983539,1.330779674,0.339,0,1.361265725,0,102,M,Vip-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,VIP+,0.57
20190328_sample_1,L6 CT Cpa6,L6 CT VISp Ctxn3 Sla,CT,2.285819137,92.64239296,0.824231259,0.976271586,0.205348791,-37.96399385,1.56,0,8.423279971,0.251623377,0.001423753,1.506637168,1.118832797,0.192694187,206.5634404,74.72,40.64,16,12.76515911,2.917550877,0,-67.82273894,40,32.5320121,1.15070072,0.31356,0.777777778,4.822744,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.38
20190328_sample_2,L6 CT Cpa6,L6 CT ALM Cpa6,CT,2.750854739,80.53122088,,,0.198427817,-38.05551305,2.04,0,10.42427495,0,,,,,190.768782,26.32,19.6,2,13.40286972,0.723750487,0,-65.77380421,120,0,1.032182912,0,,3.18000274,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.46
20190328_sample_3,L6 CT Cpa6,L6 CT ALM Cpa6,CT,2.673726706,95.67064419,0.827360725,0.975058346,0.224028329,-41.64564982,1.28,0,3.327168524,0,0.001863068,1.437881874,1.116346983,0.224971533,290.4004369,27.2,16.28,16,10.04112481,2.162387047,0,-65.33555305,60,28.79172887,1.123808276,0.24232,0.777777778,3.284326864,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.55
20190328_sample_4,L6 CT Cpa6,L6 CT VISp Ctxn3 Brinp3,CT,3.298566888,84.85731483,0.857763402,0.985218651,0.265223981,-37.14010864,1.36,0,7.559508085,0,0.001857693,1.770859278,1.142122593,0.239089279,222.3707752,63.36,24.24,19,12.65942834,2.728258075,0,-62.42559325,60,25.44398255,1.111259426,0.24896,0.727272727,3.85104153,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.97
20190328_sample_5,L6 CT Cpa6,L6 CT ALM Cpa6,CT,5.350068604,77.33345404,,,0.292259004,-42.17327386,1.8,0,7.938344032,0,,,,,193.4879523,38.4,21.16,2,10.82673686,2.092890392,0,-73.42027429,120,0,1.088776211,0,,2.745803889,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.97
20190328_sample_6,L6 CT Cpa6,L6 CT ALM Cpa6,CT,0.347052179,79.87029105,0.894735256,0.980078188,0.094744366,-38.04131225,1.44,0,6.681196392,0.233560091,0.001584621,1.427236315,1.110374034,0.19624582,168.5244486,72.88,35.76,15,8.766940626,0.773765727,0,-70.61175756,100,0,1.019882953,0,0.875,3.370048895,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.91
20190328_sample_8,L6 IT_2,L6 IT VISp Penk Fst,IT,5.287298699,84.93356034,0.946015676,0.987314928,0.303423051,-33.08001906,1.48,0,6.808191538,0.605498282,0.002618845,1.492795389,1.341046364,0.270155319,160.9546898,65.04,43.76,17,11.36270115,1.010504949,0,-74.19532328,140,0,1.084177476,0,0.777777778,4.436108061,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.65
20190328_sample_9,L6b Shisa6_1,L6b ALM Olfr111 Spon1,CT,2.437338892,95.28905153,0.873458281,0.973963666,0.217116615,-40.8953391,1.68,0,-1.84482336,0.117929051,0.001415961,1.220082531,1.074341697,0.19712941,200.9925062,218.8,59.84,17,9.366267875,0.478514357,0,-62.84681298,40,0,1.084659258,0,0.888888889,4.311914362,0,103,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.85
20190329_sample_3,L6 CT Cpa6,L6 CT VISp Krt80 Sla,CT,1.306421881,80.64241707,0.80426981,0.967584131,0.15822072,-39.04169798,1.28,0,5.971074104,0.220795892,0.001234112,1.381688466,1.088539206,0.166701914,155.2803124,33.2,17.24,14,8.028292542,1.021927452,0,-63.82580285,93.10344828,0,1.104357016,0,0.75,3.032312524,0,104,F,Vip-IRES-Cre/wt; Ai9/wt,L6,L5,VIP-,0.87
20190329_sample_4,L6 CT Cpa6,L6 CT ALM Cpa6,CT,0.482705457,78.55642959,0.841442073,0.954951161,0.086279067,-52.44555697,1.6,0,9.128190577,0.175247992,0.002272048,1.430025445,1.349049944,0.204091352,150.1547299,34.36,22.44,7,7.744365845,0.950131506,0,-82.69621182,140,0,1.067416118,0,0.166666667,2.953731024,0,104,F,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.78
20190329_sample_5,L6 CT Cpa6,L6 CT ALM Cpa6,CT,4.48599961,80.79256862,0.89630296,0.988234336,0.299540123,-38.7503095,1.28,0,4.770487547,0.347011597,0.002968876,1.461804057,1.123143921,0.294948781,158.7540779,35.32,23.2,18,7.008731949,0.521583948,0,-65.59689175,100,0,1.047685211,0,0.7,2.842954088,0,104,F,Vip-IRES-Cre/wt; Ai9/wt,L6,L5,VIP-,0.75
20190402_sample_2,L6 CT Cpa6,L6 CT ALM Nxph2 Sla,CT,3.34622289,84.66124162,0.744950924,0.917144688,0.235332481,-34.32463482,1.28,0,13.28482479,0,0.057302979,1.411976048,1.560649596,0.768313789,260.0325176,40,16.12,7,9.43653352,2.379755559,0,-70.68714372,80,38.7786469,1.148733091,0.33132,0.4,2.854066786,0,133,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L6,VIP-,0.88
20190402_sample_3,L6 IT_2,L6 IT VISp Car3,IT,2.897698531,88.94643188,0.620588586,1.043153608,0.225376754,-41.74495861,1.48,0,-0.123079866,0.587301587,0.00175159,1.669683258,2.803079817,0.250173092,175.6331965,64.76,38.72,22,12.57680456,0.917490682,0,-67.18015818,80,0,1.072108576,0,0.833333333,4.012505405,0,133,M,Vip-IRES-Cre/wt; Ai9/wt,L6,L5,VIP-,0.22
20190402_sample_6,Vip Sncg,Vip Col15a1 Pde1a,Vip,2.416596977,83.49979669,0.703764651,0.998002095,0.214563007,-39.98175263,1.04,0,-0.931221992,0.64999851,0.033569525,1.524590164,10.94046765,0.692926898,385.2889228,144.72,49.52,9,21.76836878,1.154720273,0,-67.24252534,20,0,1.029558756,0,0.5,2.603194463,0,133,M,Vip-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,VIP+,0.78
20190403_sample_5,L6 IT_2,L6 IT VISp Penk Col27a1,IT,3.428934635,86.19694784,0.622842362,1.003194829,0.2487752,-42.96339676,1.44,0,2.58044526,0.404517454,0.002296288,1.357142857,1.189107979,0.323617458,309.7129837,68.2,29.8,27,10.61844653,0.161536768,0,-70.56597407,40,41.65204215,1.08982457,0.32576,0.588235294,3.795629184,0,114,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.86
20190403_sample_6,Sst Pvalb Etv1,Sst Nr2f2 Necab1,Sst,0.752678598,78.87269184,0.920081644,0.978858906,0.113178206,-41.93476588,1,0,9.266369045,0,0.128621063,1.27926078,1.596971508,1.566336054,203.2595751,51.56,28.08,12,10.64830362,16.82104316,4,-64.22144735,60,48.59510339,1.190634596,0.4694,0.333333333,2.2301841,0,114,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.53
20190403_sample_7,Sst Calb2,Sst Calb2 Pdlim5,Sst,5.949673204,81.11663908,0.902171734,0.987795121,0.384030917,-42.63583943,0.84,0,12.46500015,0.377321986,0.002195629,1.25,1.147766084,0.332454002,252.8784421,51.76,30.16,31,21.40414204,14.83778449,2,-61.29941792,40,57.30128607,1.354088382,0.48788,0.666666667,1.792949137,0,114,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.98
20190408_sample_1,Pvalb Calb1_2,Pvalb Reln Tac1,Pvalb,1.653607047,62.52203137,0.934900397,0.996875576,0.190054075,-30.24728596,0.6,0,21.72108367,0,6.24E-05,0.968539326,1.012044447,0.085570073,148.6626612,33.2,18.24,71,7.125000655,0.768777661,0,-68.76199358,160,0,1.03665574,0,0.891891892,1.21327175,0,103,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.91
20190408_sample_2,Sst Calb2,Sst Calb2 Pdlim5,Sst,0.941984394,77.49702781,0.890870619,0.978488085,0.126197812,-36.94654256,1.08,0,18.34249869,0,0.00106008,1.035340314,1.040952817,0.181914933,475.3838802,470.16,43.72,19,31.64037651,1.782179232,0,-57.11725231,8.717948718,75.79011221,1.128174734,0.49356,0.9,1.779221037,0,103,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.69
20190408_sample_5,Sst Hpse,Sst Hpse Cbln4,Sst,3.186534595,73.22305441,0.940051692,0.985460843,0.281066049,-37.07488626,0.76,3.021076322,8.998818696,0.52535497,0.000672509,1.468277946,1.188505413,0.21515388,189.3361396,54.04,37.68,42,13.60827064,3.091358344,0,-62.01795673,68.44444444,23.08596428,1.154122157,0.2266,0.782608696,1.851901784,0,103,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.88
20190408_sample_6,Sst Calb2,Sst Calb2 Pdlim5,Sst,0.869355708,76.26180351,0.933338665,0.98773329,0.134468015,-36.53198853,0.96,0,13.39968294,0,0.001893043,1.032887189,1.030803961,0.266798868,370.3262613,77.56,44.64,23,22.85638947,5.537792054,0,-58.38040926,40,53.22171534,1.131066562,0.4182,0.642857143,2.055421262,0,103,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.85
20190409_sample_10,L6 CT Cpa6,L6 CT VISp Ctxn3 Sla,CT,1.185462549,94.08621863,0.861000282,0.976540872,0.134468299,-40.65713659,1.72,0,6.139878184,0,0.002850273,1.560902256,1.136941136,0.231418643,191.1558777,68.52,33.72,12,8.48856775,0.457641736,0,-72.19759206,80,0,1.102020467,0,0.714285714,4.232686946,0,61,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.82
20190409_sample_11,L6 IT_2,L6 IT VISp Penk Col27a1,IT,2.160612688,88.54580671,0.830752402,1.001760557,0.220175286,-38.94047067,1.68,0,5.803991109,0.587364265,0.003817914,6.125401929,1.883084668,0.387461677,159.5871005,90.44,50.36,24,7.962223959,0.279586945,0,-79.982388,120,0,1.078268741,0,1,4.449496716,0,61,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.81
20190409_sample_4,Sst Crhr2_1,Sst Crhr2 Efemp1,Sst,1.612152319,89.95022625,0.843589993,0.983520551,0.18160978,-44.74650696,1.12,0,12.56800443,0.296493092,0.002343389,1.114470842,1.085712677,0.28110926,333.0320447,38.96,26.52,20,11.30073988,8.30932895,0,-61.67995086,40,39.5566227,1.103387259,0.32952,0.666666667,2.127979762,0,104,F,Sst-IRES-Cre/wt; Ai9/wt,L5,L5,SST+,0.7
20190409_sample_5,L6 CT Cpa6,L6 CT ALM Cpa6,CT,3.25354251,83.26983452,0.797298558,0.896257519,0.231067698,-41.80490971,1.72,0,6.655231118,0,0.061073052,1.242745931,1.215949428,0.669018366,325.1102445,57.48,27.68,7,12.34241604,16.80874406,3,-65.99303112,40,0,1.06568158,0,,3.188810949,2,104,F,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.76
20190409_sample_7,Sst Calb2,Sst Calb2 Pdlim5,Sst,2.265708246,75.82852617,0.868645233,0.98904629,0.220635436,-39.15270045,1.04,0,12.24771887,0.526029337,0.002878861,0.918367347,1.173883731,0.319586552,386.6073459,17.28,7.56,22,33.98180363,14.68114725,4,-46.07934877,0,23.49818882,1.176886127,0.20068,0.692307692,1.590686981,0,104,F,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.69
20190409_sample_8,L6 CT Cpa6,L6 CT ALM Cpa6,CT,0.804247649,87.25356683,0.879101761,0.981318804,0.15472113,-42.63524339,1.72,0,5.495864898,0.125,0.000990195,1.534713764,1.159329406,0.193815075,264.5121617,56.36,35.2,23,11.23201183,2.608939547,0,-77.25403869,80,27.7460101,1.10560811,0.21908,0.916666667,3.855355086,0,61,M,Sst-IRES-Cre/wt; Ai9/wt,L6,L6,SST-,0.98
