Cell ID,Yao2021_CTKE_Ttype_M1,Tasic2018_Ttype_VISp,Subclass,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (M?),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound APs (number),Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,Age (postnatal days),Sex,Mouse genotype,Targeted layer,Inferred layer,Cre (+ or -),CTKE T type confidence
20180704_sample_2,Pvalb Il1rapl2,Pvalb Reln Itm2a,Pvalb,1.956518306,71.61626592,0.9422353,0.998300336,0.211573385,-33.57620165,0.56,0,21.27279714,0,6.90E-05,1.154716981,1.009082417,0.099680078,147.6476612,592.32,16.24,87,7.658403984,2.273140982,0,-59.83281457,110.9278351,0,1.09490399,0,0.911111111,1.13251602,0,36,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.66
20180704_sample_3,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.74682189,62.605666,0.905633435,0.996522968,0.229862167,-34.87665579,0.6,0,17.33104512,0,9.00E-05,1.231382979,1.013121846,0.122409095,141.7602234,336.48,10.6,100,7.974656344,0.689088298,0,-53.77864218,68.43373494,0,1.047844187,0,0.903846154,1.185689254,0,36,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.81
20180704_sample_4,L2/3 IT_3,L2/3 IT VISp Rrad,IT,6.586823335,92.74689853,0.950700584,0.990577559,0.345082525,-30.56744859,1.32,1.341156662,5.365818739,0.640609137,0.003990711,1.252008766,1.099914512,0.403785122,143.5696253,35.08,26.56,24,9.92783868,0.378489897,0,-63.95618794,140,0,1.056244977,0,0.642857143,4.061201473,0,36,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L6,PV-,0.18
20180704_sample_5,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.735192958,63.50659765,0.927462459,0.997248223,0.217868715,-41.31706432,0.48,0,16.38640463,0,0.000279016,1.238095238,1.039665951,0.21352023,99.02432478,9,5.76,98,6.550652685,0.832620742,0,-56.10577122,120,0,1.097859173,0,0.865384615,1.061739408,0,36,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.66
20180705_sample_1,Pvalb Kank4,Pvalb Sema3e Kank4,Pvalb,0.879105863,76.47163607,0.941710915,0.993365533,0.128603025,-46.66655138,0.6,0,20.49971744,0,0.000120799,1.082621083,1.009699765,0.113446419,136.7817415,18.16,12.2,64,9.497759299,2.775043002,0,-67.77450255,118.8235294,0,1.1605772,0,0.828571429,1.222924097,0,37,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.44
20180705_sample_4,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,2.075669205,74.2396526,0.961285605,0.998827449,0.221779779,-39.54279423,0.56,0,21.81165293,0,7.64E-05,1.151351351,1.012456546,0.107326843,177.2938268,116.28,15.48,91,9.079377924,2.905581673,0,-64.6581236,100,0,1.088465651,0,0.914893617,1.103963826,0,37,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,1
20180709_sample_2,L2/3 IT_3,L2/3 IT ALM Macc1 Lrg1,IT,5.697260828,89.75828439,0.634865551,0.881382002,0.31185736,-32.76399896,1.84,0,6.301909685,0,0.111930618,4.707017544,4.686971891,0.96522961,108.1246233,100.92,71.44,5,15.81776699,0.088666326,0,-71.4857929,160,0,0.998958188,0,,4.178293272,0,72,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT-,0.95
20180709_sample_3,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,6.443174494,73.80821556,0.937505945,0.98931927,0.403352959,-30.19787371,1.68,0,15.73315635,0.541237113,0.00496161,1.389380531,1.109104089,0.397362045,213.8017998,241.52,55.28,20,11.40926538,2.827094045,0,-56.79520912,66.66666667,0,1.078797552,0,0.727272727,3.612882901,0,72,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT+,0.87
20180709_sample_4,L2/3 IT_3,L2/3 IT VISp Agmat,IT,2.938981705,89.23959732,0.695844926,0.926897712,0.217295127,-39.45117816,1.84,0,4.673525691,0.76560999,0.028434034,5.27090301,5.021212121,0.625477628,134.9533614,78.64,50.24,6,21.58675588,0,0,-67.16967789,120,0,1.017957427,0,0.2,4.221694272,0,72,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT-,0.99
20180709_sample_6,L4/5 IT_2,L5 IT ALM Lypd1 Gpr88,IT,0.684834026,88.01422641,0.918057572,0.978632525,0.098303793,-27.4714604,1.56,0,6.58820197,0.388167388,0.008672407,1.548365123,1.596137102,0.389678223,173.0346183,255.96,97.24,11,27.16435655,4.855820605,0,-53.28545727,29.09090909,0,1.149752312,0,0.571428571,4.030177182,0,72,M,Viaat-Cre/wt; Ai9/wt,L5,L5,VIAAT-,0.68
20180710_sample_1,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,2.223404976,72.30186462,0.917779451,0.995750302,0.241728482,-38.71894628,0.52,0,19.6024254,0,0.000246619,1.090909091,1.017156236,0.1737017,115.606493,12.8,9.52,74,11.26275898,1.156907245,0,-54.90582538,117.7973568,0,1.099466094,0,0.804878049,1.184525876,0,42,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.97
20180710_sample_2,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.011762803,60.16158685,0.888971777,0.994750966,0.160230692,-42.29604453,0.76,0,9.171266109,0,2.56E-05,1.214814815,1.016720342,0.052101959,104.3586691,15.12,11.88,64,6.754620475,0.179898597,0,-65.37859923,214.6666667,0,1.008068177,0,0.939393939,1.52218507,0,42,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.6
20180710_sample_3,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.701708541,73.71238619,0.961001422,0.998532752,0.195125182,-41.26228392,0.6,0,21.17954195,0,8.53E-05,1.023195876,1.005748847,0.112877456,152.3274171,14.92,14.48,91,7.299140451,1.882382298,0,-64.1352983,120,0,1.063222098,0,0.934782609,1.227187491,1,42,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.78
20180710_sample_5,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,2.368409433,65.36898948,0.904814808,0.996611236,0.239396078,-35.868112,0.6,0,22.79590815,0,6.37E-05,1.094512195,1.008568106,0.089417629,142.5038084,135.2,15.32,76,6.216208036,1.00118022,0,-68.51976595,140,0,1.026822021,0,0.923076923,1.208004744,0,42,M,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV+,0.75
20180711_sample_1,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.679544427,68.10126826,0.975642361,0.999063615,0.186485472,-33.02359954,0.72,0,22.01135457,0,2.50E-05,0.923192771,0.997350832,0.046066224,131.2706455,222.76,85.64,51,11.64001896,0.948658974,0,-64.82505224,160,0,1.054328129,0,0.923076923,1.429934658,0,63,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.76
20180711_sample_2,Sst Hpse,Sst Hpse Cbln4,Sst,1.794409625,88.3131288,0.949061306,0.99213927,0.182049785,-42.7624099,0.76,0,12.10511848,0,0.000968089,1.261378414,1.061066868,0.241347166,202.9305913,44.76,31.72,37,18.52454626,3.626111979,0,-60.40026612,60,49.6205948,1.138062995,0.4904,0.8,1.883566536,0,63,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L5,SST+,0.97
20180711_sample_3,Sst Calb2,Sst Calb2 Pdlim5,Sst,1.528371821,83.63693953,0.893799876,0.980540616,0.176184059,-36.08559817,1,0,14.60263878,0,0.003697842,1.134831461,1.102751872,0.348479132,241.4263804,65.04,32.84,20,32.08923821,15.72738491,5,-50.14769251,20,49.54165944,1.568443659,0.49956,0.666666667,2.178118648,0,63,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.99
20180711_sample_4,Sst Calb2,Sst Calb2 Pdlim5,Sst,4.355570906,87.73492649,0.846350151,0.984956157,0.323401757,-37.50111535,0.96,0,11.67153567,0.467353952,0.007859554,1.107505071,1.4016273,0.461499312,339.0473729,104.04,45.4,17,36.2083041,13.9574673,5,-53.70899904,20,58.14348921,1.311465273,0.47976,0.545454545,2.226599058,0,63,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,1
20180712_sample_11,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,2.722221306,51.72173306,0.860400012,0.964724036,0.288458722,-41.15244374,0.84,0,11.78340614,0,0.000467892,1.262857143,1.069310332,0.16896553,59.28942941,9.96,5.16,19,4.749299558,0.127010579,0,-49.82746505,80,0,1.018784319,0,0,1.581454958,0,140,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.74
20180712_sample_12,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.078123253,76.1566218,0.933335155,0.996562892,0.147874584,-47.83571884,0.64,0,16.18174836,0,0.000128976,1.041208791,1.009284587,0.113924922,107.6935619,20.8,15.84,61,10.27893571,1.750899868,0,-69.3455725,160,0,1.094008534,0,0.848484848,1.367885792,0,140,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.64
20180712_sample_13,L2/3 IT_3,L2/3 IT VISp Agmat,IT,1.362026736,85.71524173,0.807749352,0.945223714,0.141412144,-37.27108985,2.16,0,10.03141701,0.622627183,0.011195587,2.504942966,1.877506204,0.372591361,48.48397494,154.88,101.6,8,13.8617182,0.226965545,0,-77.57082926,280,0,1.046524232,0,0.6,5.604821006,0,140,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.73
20180712_sample_14,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,3.437303561,67.00249575,0.961406408,0.997692896,0.30769656,-38.40392083,0.64,0,21.07882872,0,0.000212984,1.005899705,1.007686466,0.169923845,145.8075971,208.6,14.56,82,8.182703729,1.900765112,0,-69.58952411,120,0,1.052817205,0,0.88372093,1.297745003,0,140,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.95
20180712_sample_15,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.766884394,71.6549661,0.882472497,0.99162999,0.191660863,-44.27874833,0.68,0,16.82611182,0,0.00024259,1.271062271,1.02553835,0.138021275,196.0402304,12.08,9.8,48,9.855090865,3.222871923,0,-68.15065642,136,49.00501337,1.129510158,0.49136,0.807692308,1.404692302,0,140,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,1
20180712_sample_3,Sncg Calb1_2,Sncg Gpr50,Sncg,0.756049184,78.11001316,0.912290095,0.994980314,0.113643432,-39.92193192,1.08,0,7.218640298,0.559265442,0.013521959,1.13671875,1.268083469,0.668022272,346.5151554,80.84,33.96,20,18.25230569,2.446825264,0,-59.54871113,20,0,1.061048783,0,0.428571429,2.325631725,0,140,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV-,0.85
20180712_sample_5,Pvalb Il1rapl2,Pvalb Reln Itm2a,Pvalb,1.935507437,70.09867579,0.966659216,0.998376525,0.227585587,-37.70105541,0.48,0,15.71187004,0,4.92E-05,1.112211221,1.023138617,0.094707283,126.6024286,8.28,5.52,110,7.717022303,2.507457249,0,-49.36971952,80,38.98423312,1.174281187,0.518,0.946428571,1.092640061,0,140,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV-,0.63
20180717_sample_1,Pvalb Calb1_2,Pvalb Calb1 Sst,Pvalb,1.264237139,76.07475668,0.902379596,0.995022028,0.150176225,-29.38516811,0.56,0,19.1594474,0,0.000252732,1.430107527,1.043981396,0.148618738,124.5269292,14.64,10.96,53,7.059470524,0.529645864,0,-60.08405029,220,0,1.035728654,0,0.793103448,1.205327029,0,49,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.59
20180717_sample_2,Lamp5 Egln3_1,Lamp5 Fam19a1 Pax6,Lamp5,1.822699273,89.65045959,0.761565315,0.997449745,0.170828836,-45.29607296,1.16,0,-0.482872128,0.654275093,0.002750164,1.52195122,1.238698809,0.340343141,415.0227204,31.28,14.28,26,20.57496302,10.0187426,4,-54.9839305,20,74.65201175,1.500978823,0.52796,0.733333333,2.420919115,0,49,F,Pvalb-Cre/wt; Ai9/wt,L1,L1,PV-,0.48
20180717_sample_3,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.919646703,66.61725789,0.992470991,0.999736227,0.216570836,-33.53046998,0.56,0,21.60422876,0,9.54E-05,0.756797583,0.997356919,0.106368179,102.4861214,278.52,105.76,72,9.375094587,1.658314782,0,-68.19126203,143.3846154,0,1.060243623,0,0.868421053,1.114461774,0,49,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.96
20180717_sample_4,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.100098077,65.79107232,0.924988044,0.997513657,0.152680505,-44.93132606,0.48,0,21.58140019,0,3.33E-05,1.204081633,1.012201049,0.0687742,141.7211367,10.16,8.12,86,6.4225653,1.03185024,0,-72.12379878,178.0092593,0,1.070792247,0,0.931818182,1.015701262,0,49,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.57
20180717_sample_6,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,0.866382076,72.23345898,0.938040553,0.993871759,0.145155181,-27.88666822,0.8,0,17.63076149,0,0.000114445,1.141230068,1.015581396,0.095310943,242.4775459,21.12,17.64,47,10.36853152,3.551867169,0,-55.56759486,100,0,1.077904767,0,0.88,1.461131503,0,49,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.49
20180717_sample_7,L5 ET_3,L5 PT ALM Hpgd,ET,1.851023487,87.568257,0.896074864,0.960248476,0.177161149,-37.36589849,1.52,0,0.436391681,0,0.005291855,1.915544676,1.433615793,0.312848311,59.91925473,229.84,103.68,12,26.06391504,4.301004476,0,-60.02008042,100,38.80807142,1.493689455,0.52416,0.571428571,3.478379044,1,49,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.65
20180718_sample_2,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,0.697803772,72.14999758,0.857996779,0.99281324,0.114005094,-45.8753556,0.64,0,17.69797504,0,0.000164832,1.330769231,1.041353607,0.119657581,144.2705601,11.8,7.52,53,11.24955772,1.216310443,0,-62.29216266,114.0540541,0,1.071031308,0,0.827586207,1.252419971,0,146,F,Pvalb-Cre/wt; Ai9/wt,L5,L2/3,PV+,0.47
20180718_sample_3,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,0.373441902,73.98795336,0.914717275,0.996615089,0.085058161,-45.83125189,0.6,0,16.80320129,0,0.000210604,1.145907473,1.012282484,0.13237427,143.8129519,16.08,11.8,51,8.548611038,1.672095079,0,-70.58577503,140,0,1.013329942,0,0.785714286,1.383860238,1,146,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV+,0.97
20180718_sample_4,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,0.996523634,75.19057393,0.918944701,0.997561779,0.144837369,-45.20464316,0.6,0,14.82893527,0,7.90E-05,1.234817814,1.022367613,0.102977496,220.1510499,26.16,16.32,81,11.08734557,4.81577963,0,-64.71770298,60,36.55437901,1.128765009,0.34872,0.88372093,1.205920104,0,146,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.96
20180719_sample_1,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.257635205,78.18632573,0.830646667,0.991170706,0.162002135,-50.24350435,0.64,0,13.66724819,0,9.39E-05,1.295597484,1.018573593,0.092461366,121.4038892,8.44,7.44,56,10.39576947,0.909537005,0,-68.9475791,160,0,1.154170976,0,0.862068966,1.27185519,1,53,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.95
20180719_sample_4,Pvalb Calb1_2,Pvalb Reln Tac1,Pvalb,3.53691717,70.72764635,0.927903861,0.995785108,0.303906993,-39.23053667,0.64,0,19.11009476,0,0.000192818,1.091988131,1.010330194,0.136872192,163.4407167,34.96,21.84,59,10.22858513,2.215970345,0,-71.87102127,120,0,1.067184098,0,0.787878788,1.387586372,0,53,M,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.65
20180720_sample_2,Sncg Calb1_1,Sncg Gpr50,Sncg,1.481606071,89.54850957,0.876130975,0.998804115,0.169026161,-58.61569569,1.44,0,-5.682811141,0,0.162637152,7.637681159,7.637681159,1.625929524,125.5746981,95.44,25.16,9,10.38951333,0.350844336,0,-63.00090572,20,0,1.051974792,0,0.125,2.672644613,0,154,M,wt/wt,L2/3,L2/3,WT,0.85
20180720_sample_3,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.79010615,75.34469664,0.932103847,0.993261432,0.194926786,-33.9368917,0.64,0,15.60879126,0,0.00074577,1.114754098,1.030384082,0.227519372,136.0992476,23.48,11.28,43,9.70653029,0.788208399,0,-53.4690056,100,0,1.035856616,0,0.708333333,1.468471792,1,154,M,wt/wt,L2/3,L2/3,WT,0.9
20180720_sample_5,Lamp5 Slc35d3,Lamp5 Lsp1,Lamp5,3.513137322,68.7887799,0.925520495,0.987049432,0.256903874,-38.22310641,1.76,0,19.67008784,0.239017126,0.00057318,1.199066874,1.053872395,0.169765695,202.2360647,177.6,26.92,31,9.082414671,1.529352311,0,-68.37401372,100,0,1.062746535,0,1.142857143,4.056615477,0,154,M,wt/wt,L5,L2/3,WT,0.65
20180725_sample_3,L2/3 IT_3,L2/3 IT VISp Agmat,IT,3.568323061,86.7078118,0.718620733,0.966440907,0.264746842,-35.98088026,2.52,0,2.325247973,0.441053262,0.004693873,3.850197109,2.224142941,0.281667607,65.556419,128.68,79.92,11,11.42899247,0,0,-68.44530798,260,0,1.006255647,0,0.833333333,6.028811725,0,48,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT-,0.56
20180725_sample_6,Pvalb Il1rapl2,Pvalb Reln Itm2a,Pvalb,1.663602759,58.7184038,0.868114516,0.994080478,0.205070274,-22.37781696,0.56,0,18.53204332,0,9.35E-05,1.003271538,1.005648297,0.123369971,106.9158805,534.4,103.44,98,8.481664045,1.128757824,0,-48.13734652,152.6666667,0,1.091011388,0,0.901960784,1.10997382,0,48,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT+,0.51
20180725_sample_7,L2/3 IT_3,L2/3 IT VISp Agmat,IT,1.673459527,84.29913409,0.879845938,0.933725139,0.156368244,-30.83597682,2.16,0,8.609352633,0,0.008870968,1.4286548,1.379415224,0.29792514,98.08466644,157.36,106.8,6,22.62135253,0,0,-63.88399885,160,0,1.036248451,0,0.5,5.420721138,0,48,M,Viaat-Cre/wt; Ai9/wt,L2/3,L2/3,VIAAT-,0.98
20180725_sample_9,Lamp5 Pdlim5_2,Lamp5 Lsp1,Lamp5,0.533963183,59.46622603,0.938093195,0.989869131,0.128600221,-25.66594444,1.8,0,19.3774756,0,0.009198117,0.978579481,1.067507671,0.490097503,270.1755877,178.64,48.92,15,8.382458588,2.068844765,0,-63.9851072,80,33.25694327,1.108710178,0.3094,0.5,3.601501995,0,48,M,Viaat-Cre/wt; Ai9/wt,L1,L1,VIAAT+,0.67
20180726_sample_3,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,2.832620242,72.79549912,0.925714009,0.996195634,0.2740326,-35.04420072,0.6,0,15.90688527,0,0.000137077,1.265091864,1.017472622,0.14008814,171.2562833,342.8,102.28,86,8.142649645,1.748538096,0,-61.28599062,93.06666667,0,1.051447096,0,0.888888889,1.244147769,0,45,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.65
20180726_sample_4,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.968076951,75.4301846,0.986696219,0.9992666,0.222753272,-46.80833966,0.52,0,18.094033,0,3.01E-05,1.076642336,1.011690711,0.077047309,165.7598361,38.92,23.32,119,10.39276959,3.813906742,0,-69.49147227,80,13.59937939,1.140956946,0.13224,0.93442623,1.180174789,0,45,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L5,PV+,0.82
20180726_sample_5,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,1.659374507,65.46937861,0.885824793,0.995794958,0.201960198,-39.53366354,0.56,0,18.8332051,0,2.30E-05,1.326180258,1.049480279,0.067011684,165.3679819,37.76,8.28,117,11.78308154,2.84185084,0,-60.15400109,100,0,1.106398888,0,0.933333333,1.058228676,0,45,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.96
20180726_sample_6,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.537596268,69.56142746,0.955782911,0.998717222,0.191257507,-44.36668381,0.52,0,19.24296841,0,4.30E-05,1.100371747,1.01036381,0.084120828,158.9248775,20.16,15.12,99,6.818396911,2.741278353,0,-70.48611871,120,0,1.12233052,0,0.96,1.119533395,0,45,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.86
20180726_sample_7,Pvalb Gpr149,Pvalb Gpr149 Islr,Pvalb,1.507444677,67.18688458,0.957262498,0.9980967,0.17807957,-29.82324734,0.48,0,20.20543441,0,0.000138089,1.176630435,1.014171096,0.162024296,117.771374,15.2,12.36,114,8.910772618,1.278676056,0,-58.03529989,220,0,1.089765089,0,0.915254237,1.028688731,0,45,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,1
20180817_sample_2,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.539232563,53.89325321,1.008616279,0.999178153,0.194749754,-30.07451072,0.52,0,20.9374167,0,3.90E-05,1.019002375,1.003971902,0.086567649,109.8458181,176.04,66.8,116,6.608653602,1.243189242,0,-68.25667846,182.6315789,0,1.112767902,0,0.949152542,1.052535499,0,49,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.95
20180817_sample_3,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,1.689818232,42.72043891,0.935194166,0.998760501,0.207900138,-18.15375686,0.76,0,21.87798545,0,0.000162883,0.878136201,0.99937082,0.153230697,133.7256876,133.2,14.32,87,7.330475216,1.856840577,0,-55.69215367,200,0,1.091258404,0,0.911111111,0.826832215,0,49,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.86
20180817_sample_4,Pvalb Reln,Pvalb Reln Itm2a,Pvalb,2.313291685,77.04769075,0.839046165,0.990571569,0.226250375,-41.36949778,0.64,0,14.22284544,0,0.000427811,1.442528736,1.03624716,0.196598562,203.7629485,8.56,6.56,43,7.832715164,2.71574794,0,-62.63942103,114.4230769,0,1.074544275,0,0.448275862,1.254131441,0,49,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV+,0.94
20180817_sample_5,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,2.680728399,72.51262292,0.965629928,0.997720656,0.267631221,-32.8948535,0.56,0,20.69356665,0,0.000146769,1.220720721,1.01959615,0.157396853,158.9902657,17.44,12.92,102,4.812036432,1.544291255,0,-64.81312437,140,0,1.054018672,0,0.905660377,1.138624247,0,49,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.95
20180817_sample_6,L4/5 IT_2,L4 IT VISp Rspo1,IT,0.69459334,84.82567221,0.787048344,0.925599224,0.094712485,-31.30530193,1.6,0,6.21715188,0.174163783,0.006997694,2.2517215,2.083630836,0.313271244,156.7701527,123.04,68.32,6,16.50257933,2.116842374,0,-68.68482576,140,0,1.079658454,0,0.2,4.253437396,0,49,F,Pvalb-Cre/wt; Ai9/wt,L5,L5,PV-,0.91
20180817_sample_7,Pvalb Il1rapl2,Pvalb Tpbg,Pvalb,4.060605726,66.14776887,0.928605819,0.994710962,0.325713808,-35.13280302,0.76,0,16.6127719,0,7.03E-05,1.072368421,1.012377902,0.077088227,182.2735396,76.44,20.56,51,8.316781005,1.129180405,0,-65.11433116,100,0,1.021002203,0,0.923076923,1.488081061,0,49,F,Pvalb-Cre/wt; Ai9/wt,L2/3,L2/3,PV+,0.88
20180820_sample_1,Sst Hpse,Sst Hpse Cbln4,Sst,0.32276789,71.07993029,0.936641965,0.99315681,0.077580792,-26.27556957,1,0,8.827561513,0.588516746,0.000902122,1.119631902,1.033331955,0.215197946,288.7734074,220.08,38.88,31,20.15583393,10.41101698,0,-40.39000488,12.5,51.71364303,1.271576984,0.523,0.823529412,2.127748408,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.83
20180820_sample_2,L5 IT_4,L6 IT VISp Penk Col27a1,IT,2.408485248,92.2188051,0.680393451,0.998597055,0.189115189,-40.22936895,1.72,0,4.280127585,0.713846154,0.009217057,8.153614458,3.099057622,0.415697132,112.9089081,129.32,81.52,12,14.01986893,0.607902949,0,-75.7614537,140,0,1.0715853,0,0.714285714,4.516221159,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L6,SST-,0.96
20180820_sample_3,Sst Calb2,Sst Calb2 Pdlim5,Sst,2.720274629,82.47614652,0.896661972,0.982212636,0.255831346,-40.83053395,1,4.878751934,12.83706725,0,0.002474948,1.246079614,1.078917031,0.31630505,288.1138945,202.8,58.04,24,31.37002163,10.4180176,0,-59.64982004,2.857142857,49.40146092,1.245854274,0.40512,0.6,2.033311791,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,1
20180820_sample_4,Sst Calb2,Sst Calb2 Pdlim5,Sst,2.613016391,87.30059862,0.848651768,0.98571695,0.242616324,-43.61097142,1.12,0,10.03441587,0,0.004226626,1.297687861,1.196357583,0.379609401,262.8159084,66.72,45.52,20,24.67998394,7.118493074,0,-61.03434881,40,60.06877774,1.205854301,0.51376,0.538461538,2.33424097,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.99
20180820_sample_5,Sst Pvalb Calb2,Sst Tac1 Tacr3,Sst,0.557824349,60.55087224,0.941770654,0.991634186,0.10904037,-33.51202235,1,0,13.1899938,0,0.002511224,1.021315469,1.018925346,0.305435776,244.3351474,515.28,157.72,23,12.15851331,1.439676068,0,-63.80877814,48.57142857,0,1.037885631,0,0.642857143,2.014483134,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.99
20180820_sample_6,L2/3 IT_3,L2/3 IT VISp Agmat,IT,2.994481144,90.77879786,0.696833501,0.944999803,0.213870988,-35.17823666,1.72,0,7.088340819,0,0.055499013,23.74295775,23.74295775,0.865176315,94.85597551,90.72,63.24,6,10.07031784,0.14985218,0,-78.38647139,200,0,1.058031961,0,0.2,4.278158884,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST-,0.73
20180820_sample_7,Sst Pvalb Calb2,Sst Tac1 Htr1d,Sst,2.202275559,51.18114501,0.929937787,0.993460047,0.261491432,-18.790178,0.88,0,13.39810342,0,0.000172939,1.093065693,1.027216402,0.114162062,148.72854,185.28,48.52,46,9.60064467,4.141388456,0,-42.56395684,72.66666667,37.62152327,1.26043643,0.51196,0.956521739,1.048965892,0,62,M,Sst-IRES-Cre/wt; Ai9/wt,L2/3,L2/3,SST+,0.9
