"sample_id","cluster","class","subclass","Genes.Detected","donor","sex","roi","percent_reads_aligned_to_introns"
"SM-D9D74_S33_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3658,"H200.1030","M","MTG_L2",47.3887345493206
"SM-D9D74_S36_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2339,"H200.1030","M","MTG_L2",44.9210547423702
"SM-D9D74_S39_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",3091,"H200.1030","M","MTG_L2",36.8393331452514
"SM-D9D6Z_S50_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3673,"H200.1030","M","MTG_L2",39.3982138006266
"SM-D9D6Z_S53_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2750,"H200.1030","M","MTG_L2",36.9440003448746
"SM-D9D6Z_S65_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3190,"H200.1030","M","MTG_L2",40.6533885090798
"SM-D9D6Z_S68_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",4145,"H200.1030","M","MTG_L2",52.8307190157676
"SM-D9D6Z_S69_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3226,"H200.1030","M","MTG_L2",43.9231836273696
"SM-D9D74_S44_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3831,"H200.1030","M","MTG_L2",51.6885176903865
"SM-D9D74_S45_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",4075,"H200.1030","M","MTG_L2",44.4836599983733
"SM-D9D75_S41_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",2632,"H200.1030","M","MTG_L2",54.9211629839505
"SM-D9D75_S44_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4599,"H200.1030","M","MTG_L2",48.0632187851421
"SM-D9D75_S48_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1156,"H200.1030","M","MTG_L2",40.956038335722
"SM-D9D75_S51_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",4163,"H200.1030","M","MTG_L2",49.941399209466
"SM-D9D75_S55_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",4050,"H200.1030","M","MTG_L2",42.0449003489664
"SM-D9D75_S56_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1944,"H200.1030","M","MTG_L2",47.8888650906052
"SM-D9CZY_S81_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",4273,"H200.1030","M","MTG_L3",47.2254575100519
"SM-D9CZY_S83_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3725,"H200.1030","M","MTG_L3",44.2113590162471
"SM-D9CZY_S87_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3454,"H200.1030","M","MTG_L3",43.8462084069064
"SM-D9CZY_S88_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",835,"H200.1030","M","MTG_L3",48.8329234274354
"SM-D9CZY_S96_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1095,"H200.1030","M","MTG_L3",45.1651723623036
"SM-D9D11_S81_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",2990,"H200.1030","M","MTG_L3",41.2945195438943
"SM-D9D11_S82_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",3186,"H200.1030","M","MTG_L3",48.3911588429479
"SM-D9D11_S87_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5853,"H200.1030","M","MTG_L3",55.5223333379609
"SM-D9D11_S88_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1433,"H200.1030","M","MTG_L3",44.6711688307505
"SM-D9D11_S89_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2345,"H200.1030","M","MTG_L3",57.3015206273841
"SM-D9D11_S92_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",3928,"H200.1030","M","MTG_L3",41.6064978575982
"SM-D9D12_S87_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3756,"H200.1030","M","MTG_L3",43.5184501938536
"SM-D9D12_S88_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1536,"H200.1030","M","MTG_L3",42.2370272546074
"SM-D9D12_S90_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",3347,"H200.1030","M","MTG_L3",52.1764130347266
"SM-D9D12_S92_E1-50","Inh L1-4 VIP CHRNA6","GABAergic","VIP",4489,"H200.1030","M","MTG_L3",42.5633089611649
"SM-D9D12_S94_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2453,"H200.1030","M","MTG_L3",57.9741723493612
"SM-D9D6T_S49_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4709,"H200.1030","M","MTG_L3",49.6221191885274
"SM-D9D6T_S52_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4204,"H200.1030","M","MTG_L3",50.5759297428284
"SM-D9D6T_S53_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",3171,"H200.1030","M","MTG_L3",56.0087409615115
"SM-D9D6T_S54_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",5351,"H200.1030","M","MTG_L3",42.1283750530949
"SM-D9D6T_S55_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4632,"H200.1030","M","MTG_L3",54.9043380667077
"SM-D9D6T_S63_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2506,"H200.1030","M","MTG_L3",59.1478717748321
"SM-D9D6T_S70_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",2931,"H200.1030","M","MTG_L3",49.7335898627309
"SM-D9D6T_S71_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3884,"H200.1030","M","MTG_L3",44.5957715487665
"SM-D9D6T_S72_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2376,"H200.1030","M","MTG_L3",50.0025362764955
"SM-D9D6T_S75_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3594,"H200.1030","M","MTG_L3",48.716483073363
"SM-D9D6T_S79_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3249,"H200.1030","M","MTG_L3",42.1342139628576
"SM-D9D6Z_S73_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2576,"H200.1030","M","MTG_L3",60.0153239638759
"SM-D9D6Z_S75_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3975,"H200.1030","M","MTG_L3",48.8335100793295
"SM-D9D6Z_S76_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",2839,"H200.1030","M","MTG_L3",59.0114431731115
"SM-D9D6Z_S78_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",3658,"H200.1030","M","MTG_L3",42.9375540268835
"SM-D9D6Z_S81_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",2957,"H200.1030","M","MTG_L3",48.5624741885
"SM-D9D6Z_S85_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",3524,"H200.1030","M","MTG_L3",43.6637158465451
"SM-D9D74_S50_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",2137,"H200.1030","M","MTG_L3",49.8945514217266
"SM-D9D74_S52_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2238,"H200.1030","M","MTG_L3",58.0093822441182
"SM-D9D74_S53_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",3783,"H200.1030","M","MTG_L3",49.7853816725208
"SM-D9D74_S56_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1093,"H200.1030","M","MTG_L3",47.6156059247666
"SM-D9D74_S57_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4217,"H200.1030","M","MTG_L3",44.9501616522571
"SM-D9D74_S60_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",4802,"H200.1030","M","MTG_L3",46.4182650101407
"SM-D9D74_S63_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",5805,"H200.1030","M","MTG_L3",53.0522077210317
"SM-D9D74_S65_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",5640,"H200.1030","M","MTG_L3",52.1567025303524
"SM-D9D74_S69_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",4337,"H200.1030","M","MTG_L3",35.8235683900448
"SM-D9D74_S70_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",2624,"H200.1030","M","MTG_L3",46.7530064590428
"SM-D9D75_S59_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3757,"H200.1030","M","MTG_L3",40.4966511905183
"SM-D9D75_S62_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",1539,"H200.1030","M","MTG_L3",44.9424996465883
"SM-D9D75_S63_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3309,"H200.1030","M","MTG_L3",41.3289386191644
"SM-D9D75_S65_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",3927,"H200.1030","M","MTG_L3",47.0490195250251
"SM-D9D75_S67_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",1816,"H200.1030","M","MTG_L3",50.9907037566118
"SM-D9D75_S69_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",2399,"H200.1030","M","MTG_L3",36.0211745660435
"SM-D9D75_S71_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",1975,"H200.1030","M","MTG_L3",42.3878671203749
"SM-D9D75_S76_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",3990,"H200.1030","M","MTG_L3",47.4802750644866
"SM-D9D75_S77_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4389,"H200.1030","M","MTG_L3",46.7774608733813
"SM-D9D75_S80_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1309,"H200.1030","M","MTG_L3",46.3944445801662
"SM-D9D76_S29_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3745,"H200.1030","M","MTG_L3",41.8672587636671
"SM-D9D76_S49_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",3531,"H200.1030","M","MTG_L3",46.7516629243308
"SM-D9D76_S54_E1-50","Inh L2-4 VIP SPAG17","GABAergic","VIP",1731,"H200.1030","M","MTG_L3",31.7288061135129
"SM-D9D7C_S26_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3657,"H200.1030","M","MTG_L3",45.7151792144839
"SM-D9D7C_S29_E1-50","Inh L2-4 VIP SPAG17","GABAergic","VIP",2957,"H200.1030","M","MTG_L3",39.9451413511645
"SM-D9D7C_S31_E1-50","Inh L2-4 VIP SPAG17","GABAergic","VIP",3482,"H200.1030","M","MTG_L3",40.3542262786966
"SM-D9D7C_S36_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2393,"H200.1030","M","MTG_L3",58.8386816527345
"SM-D9D7C_S37_E1-50","Inh L1-4 VIP CHRNA6","GABAergic","VIP",3478,"H200.1030","M","MTG_L3",52.7279651541003
"SM-D9D7C_S38_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",4870,"H200.1030","M","MTG_L3",48.8379319407277
"SM-D9D7C_S39_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",2667,"H200.1030","M","MTG_L3",46.0315859490752
"SM-D9D7D_S27_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5240,"H200.1030","M","MTG_L3",51.7252880633237
"SM-D9D7D_S33_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",2299,"H200.1030","M","MTG_L3",58.4610782203425
"SM-D9D7E_S34_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",5866,"H200.1030","M","MTG_L3",54.311373813861
"SM-D9D7E_S41_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3798,"H200.1030","M","MTG_L3",43.8737038702705
"SM-D9D7E_S43_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",3869,"H200.1030","M","MTG_L3",47.2307381292413
"SM-D9D7E_S45_E1-50","Inh L1-4 VIP CHRNA6","GABAergic","VIP",3783,"H200.1030","M","MTG_L3",44.7352918458817
"SM-D9CZI_S92_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3652,"H200.1030","M","MTG_L3",41.7983429537381
"SM-D9CZJ_S65_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4048,"H200.1030","M","MTG_L4",52.4480940482341
"SM-D9CZJ_S70_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3415,"H200.1030","M","MTG_L4",46.7510639914384
"SM-D9D6S_S49_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2107,"H200.1030","M","MTG_L4",55.413350670208
"SM-D9D6S_S57_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3413,"H200.1030","M","MTG_L4",38.2852800702508
"SM-D9D6S_S60_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2507,"H200.1030","M","MTG_L4",49.5559519350024
"SM-D9D6S_S65_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",2989,"H200.1030","M","MTG_L4",44.979855082483
"SM-D9D6S_S68_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3972,"H200.1030","M","MTG_L4",54.8587966184302
"SM-D9D6S_S69_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4651,"H200.1030","M","MTG_L4",37.4124628212136
"SM-D9D6S_S72_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1394,"H200.1030","M","MTG_L4",34.8663867092712
"SM-D9D74_S74_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5641,"H200.1030","M","MTG_L4",51.3043966675252
"SM-D9D74_S75_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5539,"H200.1030","M","MTG_L4",54.6436830776489
"SM-D9D76_S65_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4064,"H200.1030","M","MTG_L4",45.5806668784617
"SM-D9D76_S77_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3833,"H200.1030","M","MTG_L4",46.4613608645673
"SM-D9D76_S78_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",5193,"H200.1030","M","MTG_L4",55.0708479020909
"SM-D9D79_S17_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",2664,"H200.1030","M","MTG_L4",49.7986264330478
"SM-D9D79_S22_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",1320,"H200.1030","M","MTG_L4",34.2910636969586
"SM-D9D79_S26_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3475,"H200.1030","M","MTG_L4",40.8694761997929
"SM-D9D79_S29_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",2065,"H200.1030","M","MTG_L4",54.9595427071104
"SM-D9D79_S30_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3074,"H200.1030","M","MTG_L4",41.7406966035191
"SM-D9D79_S38_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",1988,"H200.1030","M","MTG_L4",43.8571896640548
"SM-D9D79_S39_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3636,"H200.1030","M","MTG_L4",47.5634378010069
"SM-D9D7C_S41_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",3254,"H200.1030","M","MTG_L4",50.3203510386037
"SM-D9D7C_S43_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3768,"H200.1030","M","MTG_L4",46.6967042859464
"SM-D9D7C_S46_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4635,"H200.1030","M","MTG_L4",48.6342920887021
"SM-D9D7C_S49_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4911,"H200.1030","M","MTG_L4",52.9157978298976
"SM-D9D7C_S55_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5524,"H200.1030","M","MTG_L4",50.7031760738277
"SM-D9D7D_S43_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3533,"H200.1030","M","MTG_L4",53.8526514895906
"SM-D9D7D_S44_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2868,"H200.1030","M","MTG_L4",43.9647168916003
"SM-D9D7D_S49_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4602,"H200.1030","M","MTG_L4",52.0084545757139
"SM-D9D7D_S54_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2508,"H200.1030","M","MTG_L4",61.4514144512149
"SM-D9D7D_S55_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4026,"H200.1030","M","MTG_L4",43.7863996384786
"SM-D9D7D_S56_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1802,"H200.1030","M","MTG_L4",43.60689951484
"SM-D9D7E_S50_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3443,"H200.1030","M","MTG_L4",50.5978115381074
"SM-D9D7E_S51_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3141,"H200.1030","M","MTG_L4",43.9471339938105
"SM-D9D7E_S58_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3594,"H200.1030","M","MTG_L4",44.248280179802
"SM-D9D7E_S62_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2443,"H200.1030","M","MTG_L4",52.616442771781
"SM-D9D7F_S32_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1651,"H200.1030","M","MTG_L4",40.6653160568753
"SM-D9D7F_S38_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",4178,"H200.1030","M","MTG_L4",46.9348146015353
"SM-D9D7H_S19_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",3370,"H200.1030","M","MTG_L4",44.901929085292
"SM-D9D7H_S20_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",2745,"H200.1030","M","MTG_L4",52.319012508709
"SM-D9D7H_S33_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5866,"H200.1030","M","MTG_L4",54.8027880566659
"SM-D9D7H_S37_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3319,"H200.1030","M","MTG_L4",42.8776280890714
"SM-D9D7H_S39_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",2664,"H200.1030","M","MTG_L4",41.7739347453323
"SM-D9D15_S50_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3948,"H200.1030","M","MTG_L4",44.669196063942
"SM-D9D15_S51_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",5590,"H200.1030","M","MTG_L4",53.6159235324825
"SM-D9D15_S52_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",4041,"H200.1030","M","MTG_L4",37.7260602233259
"SM-D9D15_S53_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",4196,"H200.1030","M","MTG_L4",39.6557114188523
"SM-D9D15_S55_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2908,"H200.1030","M","MTG_L4",41.9924777152878
"SM-D9D15_S56_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1135,"H200.1030","M","MTG_L4",42.5068522795473
"SM-D9D15_S57_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3223,"H200.1030","M","MTG_L4",39.1939146212077
"SM-D9D15_S58_E1-50","Exc L4-5 RORB DAPK2","Glutamatergic","L5 IT",3455,"H200.1030","M","MTG_L4",47.0321246802266
"SM-D9D15_S64_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1515,"H200.1030","M","MTG_L4",49.8867567462987
"SM-D9D79_S41_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",6034,"H200.1030","M","MTG_L5",47.9285810438424
"SM-D9D79_S43_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5211,"H200.1030","M","MTG_L5",52.078911103483
"SM-D9D79_S45_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",7476,"H200.1030","M","MTG_L5",56.74852613954
"SM-D9D79_S46_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4582,"H200.1030","M","MTG_L5",43.0315078297752
"SM-D9D79_S49_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",2937,"H200.1030","M","MTG_L5",42.8581217302451
"SM-D9D79_S51_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",4713,"H200.1030","M","MTG_L5",46.8328221444532
"SM-D9D79_S53_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3864,"H200.1030","M","MTG_L5",45.9574974891304
"SM-D9D79_S66_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3754,"H200.1030","M","MTG_L5",52.3220771364758
"SM-D9D79_S67_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",2623,"H200.1030","M","MTG_L5",37.0041324418742
"SM-D9D79_S68_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4959,"H200.1030","M","MTG_L5",35.9181283439991
"SM-D9D79_S70_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",2564,"H200.1030","M","MTG_L5",43.0086780443021
"SM-D9D73_S50_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",3391,"H200.1030","M","MTG_L5",46.430783188342
"SM-D9D73_S51_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",3324,"H200.1030","M","MTG_L5",43.9947004571244
"SM-D9D73_S59_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",4527,"H200.1030","M","MTG_L5",50.2539534195246
"SM-D9D73_S60_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4071,"H200.1030","M","MTG_L5",49.1125165309237
"SM-D9D73_S62_E1-50","Exc L3-5 RORB ESR1","Glutamatergic","L4 IT",3429,"H200.1030","M","MTG_L5",47.3207276387368
"SM-D9D73_S63_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3114,"H200.1030","M","MTG_L5",44.2426765831507
"SM-D9D73_S64_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1863,"H200.1030","M","MTG_L5",38.3782230728087
"SM-D9CZJ_S82_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3058,"H200.1030","M","MTG_L6",53.8365042183333
"SM-D9CZJ_S83_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4685,"H200.1030","M","MTG_L6",46.1004721679308
"SM-D9CZJ_S84_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",5291,"H200.1030","M","MTG_L6",50.9651512623389
"SM-D9D73_S73_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4007,"H200.1030","M","MTG_L6",54.5516749520376
"SM-D9D73_S74_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",2545,"H200.1030","M","MTG_L6",49.1689409121647
"SM-D9D73_S75_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",2535,"H200.1030","M","MTG_L6",59.6174885344456
"SM-D9D73_S77_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",3721,"H200.1030","M","MTG_L6",45.0867159542064
"SM-D9D73_S78_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",3780,"H200.1030","M","MTG_L6",47.6450407889577
"SM-D9D15_S65_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",5204,"H200.1030","M","MTG_L6",45.1253087627655
"SM-D9D15_S68_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4728,"H200.1030","M","MTG_L6",60.7020212993548
"SM-D9D79_S75_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",4077,"H200.1030","M","MTG_L6",56.8406636641985
"SM-D9D79_S78_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3691,"H200.1030","M","MTG_L6",54.3274826167156
"SM-D9D79_S79_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4547,"H200.1030","M","MTG_L6",53.6361222843418
"SM-D9D79_S80_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1586,"H200.1030","M","MTG_L6",37.0032692139818
"SM-D9D79_S81_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",3220,"H200.1030","M","MTG_L6",48.0379290696407
"SM-D9D79_S83_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",3966,"H200.1030","M","MTG_L6",36.6908764437434
"SM-D9D79_S85_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",4734,"H200.1030","M","MTG_L6",37.8092691432859
"SM-D9D79_S89_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",3448,"H200.1030","M","MTG_L6",62.3848642615738
"SM-D9D79_S90_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3250,"H200.1030","M","MTG_L6",50.1390385246063
"SM-D9D79_S91_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",3437,"H200.1030","M","MTG_L6",48.5649819505024
"SM-D9D79_S92_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3997,"H200.1030","M","MTG_L6",58.2548406964813
"SM-D9D79_S95_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",4773,"H200.1030","M","MTG_L6",46.9261315298207
"SM-D9D7C_S58_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",4679,"H200.1030","M","MTG_L6",38.5713979176923
"SM-D9D7C_S60_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",4772,"H200.1030","M","MTG_L6",53.7733987150544
"SM-D9D7C_S63_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4162,"H200.1030","M","MTG_L6",42.8708206732359
"SM-D9D7C_S67_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4730,"H200.1030","M","MTG_L6",43.0463991122967
"SM-D9D7C_S68_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5084,"H200.1030","M","MTG_L6",47.8425003941
"SM-D9D7C_S69_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",5612,"H200.1030","M","MTG_L6",61.1530406592585
"SM-D9D7C_S71_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",5335,"H200.1030","M","MTG_L6",59.7262837130879
"SM-D9D7C_S77_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",4571,"H200.1030","M","MTG_L6",50.3655733423102
"SM-D9D7C_S79_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",5007,"H200.1030","M","MTG_L6",46.4716654912288
"SM-D9D7D_S61_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5641,"H200.1030","M","MTG_L6",51.9221138724836
