"sample_id","cluster","class","subclass","Genes.Detected","donor","sex","roi","percent_reads_aligned_to_introns"
"SM-D9D9D_S95_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",3480,"H200.1025","M","MTG_L2",56.7881733447576
"SM-D9E4I_S73_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",4457,"H200.1025","M","MTG_L2",58.2948617465596
"SM-D9E4I_S79_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",4629,"H200.1025","M","MTG_L2",49.7375410570114
"SM-D9E4I_S83_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",2019,"H200.1025","M","MTG_L2",45.4480928289023
"SM-D9E4I_S93_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3714,"H200.1025","M","MTG_L2",56.5279675042511
"SM-D9E4I_S94_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",4175,"H200.1025","M","MTG_L2",51.6515538079134
"SM-D9D91_S91_E1-50","Inh L1-3 VIP SYT6","GABAergic","VIP",5202,"H200.1025","M","MTG_L2",55.7961362388004
"SM-D9D92_S91_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",4465,"H200.1025","M","MTG_L1",44.9103760042811
"SM-D9D92_S92_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",3311,"H200.1025","M","MTG_L1",59.5151204967524
"SM-D9D92_S93_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",3762,"H200.1025","M","MTG_L1",40.1012777015934
"SM-D9D92_S94_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3812,"H200.1025","M","MTG_L1",43.13941984682
"SM-D9D92_S96_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2116,"H200.1025","M","MTG_L1",52.5870256186565
"SM-D9D98_S82_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3017,"H200.1025","M","MTG_L1",57.5219477502631
"SM-D9D98_S83_E1-50","Inh L1-2 LAMP5 DBP","GABAergic","LAMP5/PAX6/Other",3069,"H200.1025","M","MTG_L1",45.5984866194778
"SM-D9D98_S85_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",4715,"H200.1025","M","MTG_L1",42.2226721453198
"SM-D9D98_S89_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",4579,"H200.1025","M","MTG_L1",47.9042020853555
"SM-D9D98_S91_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",2399,"H200.1025","M","MTG_L1",47.0496977591438
"SM-D9D98_S94_E1-50","Inh L1 SST CHRNA4","GABAergic","LAMP5/PAX6/Other",3559,"H200.1025","M","MTG_L1",41.663361999758
"SM-D9D98_S96_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1210,"H200.1025","M","MTG_L1",52.833963026291
"SM-D9E5K_S73_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",6495,"H200.1025","M","MTG_L1",41.102657584165
"SM-D9E5K_S74_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",4639,"H200.1025","M","MTG_L1",47.5309700358451
"SM-D9E5K_S76_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",5429,"H200.1025","M","MTG_L1",34.7300027135219
"SM-D9E5K_S81_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",4134,"H200.1025","M","MTG_L1",37.1736840388168
"SM-D9E5K_S83_E1-50","Inh L1-3 VIP SYT6","GABAergic","VIP",6494,"H200.1025","M","MTG_L1",41.8742402335864
"SM-D9E5K_S89_E1-50","Inh L1-2 PAX6 TNFAIP8L3","GABAergic","LAMP5/PAX6/Other",5060,"H200.1025","M","MTG_L1",39.7646261272834
"SM-D9E5K_S91_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",4322,"H200.1025","M","MTG_L1",38.81326955359
"SM-D9E5K_S93_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3858,"H200.1025","M","MTG_L1",46.47984602026
"SM-D9E5K_S95_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",5312,"H200.1025","M","MTG_L1",49.8697250711419
"SM-D9E4L_S76_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3207,"H200.1025","M","MTG_L2",52.8224209208563
"SM-D9E4L_S81_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2495,"H200.1025","M","MTG_L1",41.2752235805115
"SM-D9E4L_S83_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3124,"H200.1025","M","MTG_L1",45.3692388741732
"SM-D9E4L_S84_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",3691,"H200.1025","M","MTG_L1",50.0328800728651
"SM-D9E4L_S86_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",2607,"H200.1025","M","MTG_L1",41.764853253811
"SM-D9E4L_S88_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1759,"H200.1025","M","MTG_L1",51.899065450921
"SM-D9E5L_S81_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",5406,"H200.1025","M","MTG_L1",40.9366868608855
"SM-D9E5L_S83_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",3430,"H200.1025","M","MTG_L1",49.2966852737802
"SM-D9E5L_S86_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2617,"H200.1025","M","MTG_L1",54.7325981425427
"SM-D9E5L_S88_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1979,"H200.1025","M","MTG_L1",45.4835803027633
"SM-D9E5L_S89_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2473,"H200.1025","M","MTG_L1",48.0469109620631
"SM-D9E5L_S90_E1-50","Inh L1-3 VIP SYT6","GABAergic","VIP",3419,"H200.1025","M","MTG_L1",43.6239777074758
"SM-D9E5L_S91_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2371,"H200.1025","M","MTG_L1",45.0461161609063
"SM-D9E5L_S92_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",2963,"H200.1025","M","MTG_L1",40.5168070792776
"SM-D9E5L_S93_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",3719,"H200.1025","M","MTG_L1",53.5069013320899
"SM-D9E5M_S82_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2473,"H200.1025","M","MTG_L1",46.6832102267637
"SM-D9E5M_S83_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",1837,"H200.1025","M","MTG_L1",30.0830702912166
"SM-D9E5M_S85_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",3244,"H200.1025","M","MTG_L1",53.7988844489111
"SM-D9E5M_S86_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2751,"H200.1025","M","MTG_L1",54.381530783008
"SM-D9E5M_S88_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1268,"H200.1025","M","MTG_L1",47.6821383788483
"SM-D9E5M_S90_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2537,"H200.1025","M","MTG_L1",54.3527207408809
"SM-D9E5M_S93_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",3070,"H200.1025","M","MTG_L1",41.7787337526003
"SM-D9E5M_S94_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2758,"H200.1025","M","MTG_L1",53.3052796406616
"SM-D9E57_S89_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2521,"H200.1025","M","MTG_L1",43.4311507063685
"SM-D9E57_S90_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2593,"H200.1025","M","MTG_L1",49.6364258735787
"SM-D9E57_S92_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3151,"H200.1025","M","MTG_L1",48.1252584758624
"SM-D9E57_S95_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",2438,"H200.1025","M","MTG_L1",51.3486372318295
"SM-D9E5Y_S26_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",5787,"H200.1025","M","MTG_L6",58.2809554062502
"SM-D9E5Z_S31_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",4234,"H200.1025","M","MTG_L6",56.5294973866448
"SM-D9E5Z_S35_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5446,"H200.1025","M","MTG_L6",53.4048110746094
"SM-D9E5Z_S37_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5411,"H200.1025","M","MTG_L6",62.4048593543355
"SM-D9E5Y_S37_E1-50","Inh L1-2 PAX6 TNFAIP8L3","GABAergic","LAMP5/PAX6/Other",4626,"H200.1025","M","MTG_L1",61.5279519818228
"SM-D9E5Y_S41_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",3402,"H200.1025","M","MTG_L1",49.2527025951607
"SM-D9E5Y_S45_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",3529,"H200.1025","M","MTG_L1",50.2999800400694
"SM-D9E5Y_S46_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2810,"H200.1025","M","MTG_L1",55.5719487494685
"SM-D9E5Y_S47_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",3313,"H200.1025","M","MTG_L1",51.0523410063901
"SM-D9E5Y_S54_E1-50","Inh L1-2 VIP LBH","GABAergic","VIP",4302,"H200.1025","M","MTG_L1",47.8829059659952
"SM-D9E5Z_S49_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2874,"H200.1025","M","MTG_L1",53.2717565513825
"SM-D9E5Z_S53_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3169,"H200.1025","M","MTG_L1",53.528323932551
"SM-D9E5Z_S55_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",3078,"H200.1025","M","MTG_L1",50.0732512266262
"SM-D9E5Z_S60_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2436,"H200.1025","M","MTG_L1",65.8202722912635
"SM-D9E5Z_S61_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",3308,"H200.1025","M","MTG_L1",50.3765183979569
"SM-D9E5Z_S66_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",6365,"H16.06.009","F","MTG_L5",53.0194927323052
"SM-D9E5Z_S68_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5851,"H16.06.009","F","MTG_L5",57.4104156820348
"SM-D9E5Z_S69_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",2858,"H16.06.009","F","MTG_L5",53.0950696174512
"SM-D9E5Z_S71_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4094,"H16.06.009","F","MTG_L5",54.2864042998731
"SM-D9E5Z_S72_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4518,"H16.06.009","F","MTG_L5",57.4545419045339
"SM-D9E5Z_S76_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4309,"H16.06.009","F","MTG_L5",54.1184662389184
"SM-D9E5Z_S77_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4319,"H16.06.009","F","MTG_L5",59.8145960857968
"SM-D9E5Z_S78_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3219,"H16.06.009","F","MTG_L5",53.1748145384357
"SM-D9E5Z_S79_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",3444,"H16.06.009","F","MTG_L5",46.8892480294584
"SM-D9E5Z_S80_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4565,"H16.06.009","F","MTG_L5",56.8885698334966
"SM-D9EQ8_S35_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",5651,"H16.06.009","F","MTG_L5",57.0764610499685
"SM-D9EQ8_S39_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3765,"H16.06.009","F","MTG_L5",51.9180590625363
"SM-D9EQ8_S40_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3853,"H16.06.009","F","MTG_L5",49.4630094835762
"SM-D9EQ8_S49_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",4911,"H16.06.009","F","MTG_L5",54.8488170882508
"SM-D9EQ8_S52_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3969,"H16.06.009","F","MTG_L5",58.3185128420232
"SM-D9EQ8_S53_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3571,"H16.06.009","F","MTG_L5",53.7443233980076
"SM-D9EQ8_S54_E1-50","OPC L1-6 PDGFRA","Non-neuronal","OPC",1674,"H16.06.009","F","MTG_L5",56.8147875348848
"SM-D9EQ8_S55_E1-50","Micro L1-6 TYROBP","Non-neuronal","Microglia",1133,"H16.06.009","F","MTG_L5",49.9654965768646
"SM-D9EQ8_S56_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4001,"H16.06.009","F","MTG_L5",53.9748263205993
"SM-D9EQ7_S41_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4768,"H16.06.009","F","MTG_L5",54.5505911378641
"SM-D9EQ7_S42_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",4609,"H16.06.009","F","MTG_L5",56.7979509352482
"SM-D9EQ7_S43_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",6301,"H16.06.009","F","MTG_L5",54.0617581153958
"SM-D9EQ7_S45_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",4634,"H16.06.009","F","MTG_L5",57.9452013639037
"SM-D9EQ7_S47_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",4224,"H16.06.009","F","MTG_L5",51.3512624915054
"SM-D9EQ7_S60_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",4209,"H16.06.009","F","MTG_L5",56.76307572963
"SM-D9EQ7_S62_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4969,"H16.06.009","F","MTG_L5",54.5986106553863
"SM-D9EQ6_S35_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",5073,"H16.06.009","F","MTG_L5",54.4771921340402
"SM-D9EQ6_S37_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",3669,"H16.06.009","F","MTG_L5",53.5449176844073
"SM-D9EQ6_S40_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",2285,"H16.06.009","F","MTG_L5",40.976945009923
"SM-D9EQ6_S41_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5065,"H16.06.009","F","MTG_L5",54.3512944411479
"SM-D9EQ6_S43_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",5271,"H16.06.009","F","MTG_L5",51.221697147185
"SM-D9EQ6_S44_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4612,"H16.06.009","F","MTG_L5",55.5710551062889
"SM-D9EQ6_S47_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4052,"H16.06.009","F","MTG_L5",51.7393625053946
"SM-D9EQ6_S48_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3092,"H16.06.009","F","MTG_L5",50.686038566465
"SM-D9EQ5_S21_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3250,"H16.06.009","F","MTG_L5",51.2795570407607
"SM-D9EQ5_S22_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4393,"H16.06.009","F","MTG_L5",53.9717199112684
"SM-D9EQ5_S24_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3350,"H16.06.009","F","MTG_L5",49.1899542012106
"SM-D9EQ5_S25_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",5019,"H16.06.009","F","MTG_L5",57.5305438895898
"SM-D9EQ5_S29_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3618,"H16.06.009","F","MTG_L5",52.0048120317161
"SM-D9EQ5_S31_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3868,"H16.06.009","F","MTG_L5",52.0819716109252
"SM-D9EQ5_S32_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3526,"H16.06.009","F","MTG_L5",56.9060523374813
"SM-D9EQ5_S37_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3080,"H16.06.009","F","MTG_L5",51.3760685972246
"SM-D9EQ5_S38_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3602,"H16.06.009","F","MTG_L5",47.9208004141121
"SM-D9EQ5_S40_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",2412,"H16.06.009","F","MTG_L5",57.2095033689091
"SM-D9EQ5_S44_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4982,"H16.06.009","F","MTG_L5",56.9483343984735
"SM-D9EQ5_S46_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3398,"H16.06.009","F","MTG_L5",54.9252317895025
"SM-D9EQ5_S47_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3999,"H16.06.009","F","MTG_L5",52.3115129293302
"SM-D9EQ4_S20_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",5540,"H16.06.009","F","MTG_L5",56.8985251391122
"SM-D9EQ4_S21_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4126,"H16.06.009","F","MTG_L5",52.9466624587441
"SM-D9EQ4_S22_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3550,"H16.06.009","F","MTG_L5",49.7519460604827
"SM-D9EQ4_S23_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3405,"H16.06.009","F","MTG_L5",53.9376097288355
"SM-D9EQ4_S28_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",4172,"H16.06.009","F","MTG_L5",53.9641004029147
"SM-D9EQ4_S30_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",4371,"H16.06.009","F","MTG_L5",51.0304829689889
"SM-D9EQ4_S33_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",5092,"H16.06.009","F","MTG_L5",53.1211547733061
"SM-D9EQ4_S36_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4967,"H16.06.009","F","MTG_L5",53.5093010418946
"SM-D9EQ4_S37_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",5217,"H16.06.009","F","MTG_L5",55.0476099488618
"SM-D9EQ4_S38_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3563,"H16.06.009","F","MTG_L5",53.3299922329931
"SM-D9EQ4_S39_E1-50","Inh L2-6 VIP QPCT","GABAergic","VIP",3269,"H16.06.009","F","MTG_L5",50.6016438155109
"SM-D9EQ4_S40_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",3694,"H16.06.009","F","MTG_L5",53.5812450404111
"SM-D9EQ4_S45_E1-50","Inh L5-6 SST KLHDC8A","GABAergic","SST",4872,"H16.06.009","F","MTG_L5",53.9411571176245
"SM-D9EQ4_S46_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3608,"H16.06.009","F","MTG_L5",50.6968644238938
"SM-D9EQ4_S48_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4679,"H16.06.009","F","MTG_L5",54.5489405310793
"SM-D9EQ3_S17_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",4416,"H16.06.009","F","MTG_L5",56.6582813594399
"SM-D9EQ3_S20_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",3944,"H16.06.009","F","MTG_L5",54.9134573548691
"SM-D9EQ3_S21_E1-50","Inh L3-6 SST NPY","GABAergic","Sst Chodl",5047,"H16.06.009","F","MTG_L5",57.3621405053823
"SM-D9EQ3_S22_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",3814,"H16.06.009","F","MTG_L5",46.429669283481
"SM-D9EQ3_S23_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",4172,"H16.06.009","F","MTG_L5",50.516476512144
"SM-D9EQ3_S24_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3922,"H16.06.009","F","MTG_L5",49.9380158999549
"SM-D9EQ3_S29_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3894,"H16.06.009","F","MTG_L5",54.9721637052035
"SM-D9EQ3_S30_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3604,"H16.06.009","F","MTG_L5",52.375789556786
"SM-D9EQ3_S32_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",4070,"H16.06.009","F","MTG_L5",52.5570825190611
"SM-D9EQ3_S33_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4221,"H16.06.009","F","MTG_L5",53.9569942298869
"SM-D9EQ3_S34_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",5540,"H16.06.009","F","MTG_L5",56.9490539191819
"SM-D9EQ3_S35_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4645,"H16.06.009","F","MTG_L5",56.2716258169503
"SM-D9EQ3_S38_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",4702,"H16.06.009","F","MTG_L5",54.2627837740589
"SM-D9EQ3_S39_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",1948,"H16.06.009","F","MTG_L5",55.4111616783248
"SM-D9EQ3_S40_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",4064,"H16.06.009","F","MTG_L5",56.4087164755487
"SM-D9EQ3_S41_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",4311,"H16.06.009","F","MTG_L5",55.1607331501101
"SM-D9EQ3_S42_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4274,"H16.06.009","F","MTG_L5",56.6179299169625
"SM-D9EQ3_S45_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4437,"H16.06.009","F","MTG_L5",53.7772080436611
"SM-D9EQ3_S46_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4170,"H16.06.009","F","MTG_L5",50.9763185748032
"SM-D9EQ3_S47_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4323,"H16.06.009","F","MTG_L5",52.4853618856688
"SM-D9EQ2_S19_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",4758,"H16.06.009","F","MTG_L5",56.4403992247039
"SM-D9EQ2_S20_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3343,"H16.06.009","F","MTG_L5",60.1104000617196
"SM-D9EQ2_S21_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4605,"H16.06.009","F","MTG_L5",52.8583563563344
"SM-D9EQ2_S24_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3247,"H16.06.009","F","MTG_L5",51.5826859677981
"SM-D9EQ2_S25_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4411,"H16.06.009","F","MTG_L5",58.8508265488294
"SM-D9EQ2_S27_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5847,"H16.06.009","F","MTG_L5",58.1497336355131
"SM-D9EQ2_S29_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",3884,"H16.06.009","F","MTG_L5",49.9968977089531
"SM-D9EQ2_S30_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",4174,"H16.06.009","F","MTG_L5",52.4332276926192
"SM-D9EQ2_S32_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3658,"H16.06.009","F","MTG_L5",48.7713430867908
"SM-D9EQ2_S34_E1-50","Exc L3-5 RORB TWIST2","Glutamatergic","L4 IT",4372,"H16.06.009","F","MTG_L5",55.6729962131202
"SM-D9EQ2_S35_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5498,"H16.06.009","F","MTG_L5",54.8874971874536
"SM-D9EQ2_S37_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",3368,"H16.06.009","F","MTG_L5",51.4069556794278
"SM-D9EQ2_S38_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3408,"H16.06.009","F","MTG_L5",50.4773510019578
"SM-D9EQ2_S44_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5731,"H16.06.009","F","MTG_L5",54.4451391403654
"SM-D9EQ2_S45_E1-50","Inh L3-5 SST ADGRG6","GABAergic","SST",4546,"H16.06.009","F","MTG_L5",52.8114066858402
"SM-D9EQ2_S46_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3851,"H16.06.009","F","MTG_L5",47.8961535333871
"SM-D9EQ2_S47_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",4390,"H16.06.009","F","MTG_L5",48.9355765983276
"SM-D9EQ2_S48_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4521,"H16.06.009","F","MTG_L5",53.6069521450652
"SM-D9EQ2_S51_E1-50","Exc L3-5 RORB FILIP1L","Glutamatergic","L4 IT",5127,"H16.06.009","F","MTG_L5",54.7248613016576
"SM-D9EQ2_S52_E1-50","Exc L3-5 RORB COL22A1","Glutamatergic","L4 IT",4525,"H16.06.009","F","MTG_L5",53.0695939315459
"SM-D9EQ2_S53_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",4477,"H16.06.009","F","MTG_L5",53.1971619552129
"SM-D9EQ2_S56_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",4181,"H16.06.009","F","MTG_L5",49.8498609604334
"SM-D9EQ1_S38_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3705,"H16.06.009","F","MTG_L5",50.3659422039622
"SM-D9EQ1_S39_E1-50","Inh L5-6 SST TH","GABAergic","SST",4199,"H16.06.009","F","MTG_L5",50.7430783078841
"SM-D9EQ1_S42_E1-50","Exc L4-5 FEZF2 SCN4B","Glutamatergic","L5 PT",6409,"H16.06.009","F","MTG_L5",58.2313668899008
"SM-D9EQ1_S45_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4093,"H16.06.009","F","MTG_L5",56.2155310162605
"SM-D9EQ1_S49_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",2289,"H16.06.009","F","MTG_L5",41.0723585616866
"SM-D9EQ1_S51_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5061,"H16.06.009","F","MTG_L5",53.675787309539
"SM-D9EQ1_S53_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",4382,"H16.06.009","F","MTG_L5",51.6017460908575
"SM-D9EQ1_S54_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",4450,"H16.06.009","F","MTG_L5",46.756885937761
